10372.34 ,   0.38
10372.47 ,   0.4
10372.61 ,   0.42
10372.75 ,   0.44
10372.89 ,   0.45
10373.02 ,   0.47
10373.16 ,   0.49
10373.3 ,    0.51
10373.44 ,   0.53
10373.57 ,   0.55
10373.71 ,   0.58
10373.85 ,   0.6
10373.99 ,   0.63
10374.12 ,   0.66
10374.26 ,   0.68
10374.4 ,    0.73
10374.54 ,   0.76
10374.67 ,   0.8
10374.81 ,   0.84
10374.95 ,   0.89
10375.09 ,   0.94
10375.22 ,   1.01
10375.36 ,   1.07
10375.5 ,    1.14
10375.64 ,   1.22
10375.77 ,   1.32
10375.91 ,   1.46
10376.05 ,   1.61
10376.19 ,   1.74
10376.32 ,   1.89
10376.46 ,   2.02
10376.6 ,    2.23
10376.74 ,   2.48
10376.87 ,   2.79
10377.01 ,   3.05
10377.15 ,   3.35
10377.29 ,   3.66
10377.42 ,   3.97
10377.56 ,   4.32
10377.7 ,    4.65
10377.83 ,   4.88
10377.97 ,   5.17
10378.11 ,   5.43
10378.25 ,   5.65
10378.38 ,   5.8
10378.52 ,   5.9
10378.66 ,   6.04
10378.8 ,    6.07
10378.93 ,   6.04
10379.07 ,   6.02
10379.21 ,   5.96
10379.35 ,   5.92
10379.48 ,   5.86
10379.62 ,   5.83
10379.76 ,   5.79
10379.9 ,    5.79
10380.03 ,   5.83
10380.17 ,   5.87
10380.31 ,   5.93
10380.45 ,   5.99
10380.58 ,   6.1
10380.72 ,   6.19
10380.86 ,   6.31
10381 ,      6.45
10381.13 ,   6.64
10381.27 ,   6.77
10381.41 ,   6.93
10381.55 ,   7.09
10381.68 ,   7.27
10381.82 ,   7.39
10381.96 ,   7.53
10382.1 ,    7.64
10382.23 ,   7.77
10382.37 ,   7.86
10382.51 ,   8.02
10382.65 ,   8.12
10382.78 ,   8.27
10382.92 ,   8.35
10383.06 ,   8.46
10383.2 ,    8.56
10383.33 ,   8.66
10383.47 ,   8.78
10383.61 ,   8.86
10383.75 ,   8.93
10383.88 ,   8.98
10384.02 ,   9
10384.16 ,   9
10384.29 ,   8.97
10384.43 ,   8.84
10384.57 ,   8.75
10384.71 ,   8.64
10384.84 ,   8.53
10384.98 ,   8.35
10385.12 ,   8.18
10385.26 ,   7.95
10385.39 ,   7.69
10385.53 ,   7.58
10385.67 ,   7.29
10385.81 ,   7.13
10385.94 ,   6.97
10386.08 ,   6.82
10386.22 ,   6.72
10386.36 ,   6.62
10386.49 ,   6.52
10386.63 ,   6.45
10386.77 ,   6.36
10386.91 ,   6.3
10387.04 ,   6.27
10387.18 ,   6.21
10387.32 ,   6.17
10387.46 ,   6.09
10387.59 ,   6
10387.73 ,   5.94
10387.87 ,   5.84
10388.01 ,   5.74
10388.14 ,   5.67
10388.28 ,   5.55
10388.42 ,   5.42
10388.56 ,   5.36
10388.69 ,   5.22
10388.83 ,   5.12
10388.97 ,   5.04
10389.11 ,   4.95
10389.24 ,   4.86
10389.38 ,   4.76
10389.52 ,   4.7
10389.66 ,   4.63
10389.79 ,   4.58
10389.93 ,   4.55
10390.07 ,   4.48
10390.21 ,   4.46
10390.34 ,   4.43
10390.48 ,   4.42
10390.62 ,   4.41
10390.76 ,   4.41
10390.89 ,   4.41
10391.03 ,   4.43
10391.17 ,   4.45
10391.31 ,   4.47
10391.44 ,   4.51
10391.58 ,   4.54
10391.72 ,   4.59
10391.86 ,   4.63
10391.99 ,   4.69
10392.13 ,   4.74
10392.27 ,   4.82
10392.41 ,   4.87
10392.54 ,   4.95
10392.68 ,   5.01
10392.82 ,   5.09
10392.96 ,   5.17
10393.09 ,   5.25
10393.23 ,   5.32
10393.37 ,   5.38
10393.5 ,    5.43
10393.64 ,   5.49
10393.78 ,   5.55
10393.92 ,   5.6
10394.05 ,   5.69
10394.19 ,   5.73
10394.33 ,   5.75
10394.47 ,   5.79
10394.6 ,   5.81
10394.74 ,   5.83
10394.88 ,   5.86
10395.02 ,   5.87
10395.15 ,   5.9
10395.29 ,   5.91
10395.43 ,   5.92
10395.57 ,   5.92
10395.7 ,    5.92
10395.84 ,   5.92
10395.98 ,   5.9
10396.12 ,   5.9
10396.25 ,   5.86
10396.39 ,   5.83
10396.53 ,   5.81
10396.67 ,   5.78
10396.8 ,    5.75
10396.94 ,   5.72
10397.08 ,   5.7
10397.22 ,   5.68
10397.35 ,   5.67
10397.49 ,   5.65
10397.63 ,   5.63
10397.77 ,   5.6
10397.9 ,     5.58
10398.04 ,   5.57
10398.18 ,   5.55
10398.32 ,   5.53
10398.45 ,   5.51
10398.59 ,   5.49
10398.73 ,   5.48
10398.87 ,   5.46
10399 ,     5.44
10399.14 ,   5.42
10399.28 ,   5.4
10399.42 ,   5.37
10399.55 ,   5.34
10399.69 ,   5.31
10399.83 ,   5.28
10399.96 ,   5.25
10400.1 ,    5.2
10400.24 ,   5.16
10400.38 ,   5.12
10400.51 ,   5.07
10400.65 ,   5.02
10400.79 ,   4.99
10400.93 ,   4.96
10401.06 ,   4.93
10401.2 ,    4.89
10401.34 ,   4.84
10401.48 ,   4.81
10401.61 ,   4.78
10401.75 ,   4.76
10401.89 ,   4.73
10402.03 ,   4.72
10402.16 ,   4.69
10402.3 ,    4.66
10402.44 ,   4.64
10402.58 ,   4.63
10402.71 ,   4.61
10402.85 ,   4.59
10402.99 ,   4.58
10403.13 ,   4.57
10403.26 ,   4.55
10403.4 ,    4.53
10403.54 ,   4.52
10403.68 ,   4.49
10403.81 ,   4.48
10403.95 ,   4.47
10404.09 ,   4.46
10404.23 ,   4.45
10404.36 ,   4.43
10404.5 ,    4.43
10404.64 ,   4.41
10404.78 ,   4.39
10404.91 ,   4.38
10405.05 ,   4.37
10405.19 ,   4.36
10405.33 ,   4.34
10405.46 ,   4.33
10405.6 ,    4.32
10405.74 ,   4.3
10405.88 ,   4.29
10406.01 ,   4.28
10406.15 ,   4.27
10406.29 ,   4.27
10406.43 ,   4.27
10406.56 ,   4.29
10406.7 ,    4.31
10406.84 ,   4.33
10406.98 ,   4.36
10407.11 ,   4.39
10407.25 ,   4.42
10407.39 ,   4.43
10407.53 ,   4.44
10407.66 ,   4.43
10407.8 ,    4.41
10407.94 ,   4.38
10408.08 ,   4.36
10408.21 ,   4.31
10408.35 ,   4.26
10408.49 ,   4.2
10408.63 ,   4.16
10408.76 ,   4.14
10408.9 ,     4.12
10409.04 ,   4.1
10409.17 ,   4.1
10409.31 ,   4.09
10409.45 ,   4.08
10409.59 ,   4.06
10409.72 ,   4.05
10409.86 ,   4.04
10410 ,     4.02
10410.14 ,   4
10410.27 ,   3.99
10410.41 ,   3.98
10410.55 ,   3.96
10410.69 ,   3.95
10410.82 ,   3.95
10410.96 ,   3.92
10411.1 ,    3.92
10411.24 ,   3.91
10411.37 ,   3.9
10411.51 ,   3.88
10411.65 ,   3.86
10411.79 ,   3.85
10411.92 ,   3.85
10412.06 ,   3.83
10412.2 ,     3.83
10412.34 ,   3.81
10412.47 ,   3.81
10412.61 ,   3.8
10412.75 ,   3.8
10412.89 ,   3.79
10413.02 ,   3.79
10413.16 ,   3.77
10413.3 ,   3.77
10413.44 ,   3.77
10413.57 ,   3.77
10413.71 ,   3.77
10413.85 ,   3.77
10413.99 ,   3.77
10414.12 ,   3.77
10414.26 ,   3.77
10414.4 ,    3.77
10414.54 ,   3.77
10414.67 ,   3.77
10414.81 ,   3.79
10414.95 ,   3.79
10415.09 ,   3.79
10415.22 ,   3.81
10415.36 ,   3.81
10415.5 ,    3.81
10415.64 ,   3.81
10415.77 ,   3.81
10415.91 ,   3.83
10416.05 ,   3.83
10416.19 ,   3.83
10416.32 ,   3.84
10416.46 ,   3.85
10416.6 ,     3.85
10416.74 ,   3.85
10416.87 ,   3.86
10417.01 ,   3.88
